last_updated,location_name,country,latitude,longitude,temperature_celsius,feels_like_celsius,humidity,pressure_mb,wind_kph,precip_mm,cloud,uv_index,year,month,dayofyear,dow,sin_doy,cos_doy
2024-11-04 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,10.2,9.1,82,1027.0,8.6,0.0,75,0.4,2024,11,309,0,-0.8235472349556008,0.5672476988027229
2024-11-04 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,21.6,21.6,52,1017.0,24.8,0.0,0,0.0,2024,11,309,0,-0.8235472349556008,0.5672476988027229
2024-11-05 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,10.4,10.7,87,1022.0,3.6,0.0,100,0.3,2024,11,310,1,-0.8136678304455991,0.5813300798152042
2024-11-05 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,18.3,18.3,68,1016.0,24.5,0.02,75,0.0,2024,11,310,1,-0.8136678304455991,0.5813300798152042
2024-11-06 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,12.1,12.5,84,1029.0,3.6,0.0,11,0.3,2024,11,311,2,-0.8035476485339116,0.5952404359043674
2024-11-06 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,14.4,13.4,69,1014.0,15.1,0.0,37,0.0,2024,11,311,2,-0.8035476485339116,0.5952404359043674
2024-11-07 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,11.1,10.8,94,1031.0,5.8,0.0,100,0.3,2024,11,312,3,-0.7931896839451844,0.6089746507720486
2024-11-07 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,14.0,12.0,32,1025.0,27.0,0.0,33,0.0,2024,11,312,3,-0.7931896839451844,0.6089746507720486
2024-11-08 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,9.2,7.9,81,1026.0,8.6,0.0,100,0.3,2024,11,313,4,-0.7825970017677834,0.6225286602431057
2024-11-08 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,15.1,15.1,47,1029.0,9.0,0.0,45,0.0,2024,11,313,4,-0.7825970017677834,0.6225286602431057
2024-11-09 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.2,8.3,81,1024.0,3.6,0.0,100,0.1,2024,11,314,5,-0.7717727365467837,0.6358984534680745
2024-11-09 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,16.8,16.8,48,1028.0,17.3,0.0,59,0.0,2024,11,314,5,-0.7717727365467837,0.6358984534680745
2024-11-10 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.1,7.7,87,1027.0,4.7,0.0,75,0.1,2024,11,315,6,-0.7607200913564104,0.6490800741100397
2024-11-10 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,14.7,14.3,67,1023.0,10.1,0.04,100,0.0,2024,11,315,6,-0.7607200913564104,0.6490800741100397
2024-11-11 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.0,6.0,93,1034.0,11.5,0.0,0,0.2,2024,11,316,0,-0.7494423368521954,0.6620696215153815
2024-11-11 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,19.4,19.4,69,1016.0,9.7,0.0,2,0.0,2024,11,316,0,-0.7494423368521954,0.6620696215153815
2024-11-12 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.3,5.3,87,1036.0,19.1,0.0,50,0.2,2024,11,317,1,-0.7379428103031387,0.6748632518680403
2024-11-12 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,18.5,18.5,68,1014.0,8.6,0.02,76,0.0,2024,11,317,1,-0.7379428103031387,0.6748632518680403
2024-11-13 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,7.1,5.2,87,1036.0,10.1,0.0,25,0.2,2024,11,318,2,-0.7262249146041544,0.6874571793269664
2024-11-13 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,16.6,16.6,53,1022.0,23.0,0.0,32,0.0,2024,11,318,2,-0.7262249146041544,0.6874571793269664
2024-11-14 09:15:00+00:00,London,United Kingdom,51.5171,-0.1062,10.2,9.4,94,1032.0,7.2,0.0,50,0.3,2024,11,319,3,-0.7142921172691032,0.699847677146407
2024-11-14 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,18.4,18.4,64,1022.0,5.0,0.0,75,0.0,2024,11,319,3,-0.7142921172691032,0.699847677146407
2024-11-15 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.0,7.5,76,1029.0,5.0,0.0,75,0.2,2024,11,320,4,-0.7021479494046978,0.7120310787787131
2024-11-15 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,19.1,19.1,69,1018.0,10.1,0.0,50,0.0,2024,11,320,4,-0.7021479494046978,0.7120310787787131
2024-11-16 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,7.1,5.6,87,1020.0,7.9,0.0,75,0.0,2024,11,321,5,-0.6897960046655887,0.7240037789593305
2024-11-16 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,18.5,18.6,57,1022.0,15.8,0.0,100,0.0,2024,11,321,5,-0.6897960046655887,0.7240037789593305
2024-11-17 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,7.3,4.9,87,1016.0,12.6,0.0,75,0.0,2024,11,322,6,-0.6772399381909491,0.7357622347736527
2024-11-17 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,21.3,21.3,61,1011.0,7.9,0.0,16,0.0,2024,11,322,6,-0.6772399381909491,0.7357622347736527
2024-11-18 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,7.4,4.5,93,1012.0,16.9,0.025,25,0.0,2024,11,323,0,-0.6644834655228552,0.7473029667054296
2024-11-18 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,11.8,9.8,71,1018.0,19.1,0.05,53,0.0,2024,11,323,0,-0.6644834655228552,0.7473029667054296
2024-11-19 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,1.1,-2.7,100,996.0,13.0,0.025,50,0.0,2024,11,324,1,-0.6515303615068021,0.75862255966641
2024-11-19 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,12.1,10.3,36,1027.0,17.3,0.0,21,0.0,2024,11,324,1,-0.6515303615068021,0.75862255966641
2024-11-20 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,-0.7,-4.8,93,1009.0,12.6,0.0,75,0.0,2024,11,325,2,-0.6383844591746642,0.7697176640069211
2024-11-20 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,8.8,6.1,79,1022.0,18.0,0.05,100,0.0,2024,11,325,2,-0.6383844591746642,0.7697176640069211
2024-11-21 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,0.2,-1.7,93,1001.0,5.8,0.025,0,0.0,2024,11,326,3,-0.6250496486104377,0.7805849965070866
2024-11-21 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,13.9,13.9,52,1014.0,6.5,0.0,33,0.0,2024,11,326,3,-0.6250496486104377,0.7805849965070866
2024-11-22 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,4.2,-0.2,75,1005.0,22.3,0.0,75,0.0,2024,11,327,4,-0.6115298757991053,0.7912213413483807
2024-11-22 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,16.2,16.2,54,1010.0,9.7,0.0,5,0.0,2024,11,327,4,-0.6115298757991053,0.7912213413483807
2024-11-23 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.2,4.2,93,1005.0,29.9,0.02,75,0.0,2024,11,328,5,-0.5978291414589552,0.8016235510652421
2024-11-23 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,13.8,12.3,32,1019.0,19.4,0.0,8,0.0,2024,11,328,5,-0.5978291414589552,0.8016235510652421
2024-11-24 08:30:00+00:00,London,United Kingdom,51.5171,-0.1062,16.0,16.0,72,994.0,33.25,0.0,75,0.0,2024,11,329,6,-0.5839514998576998,0.8117885474764613
2024-11-24 17:30:00+00:00,Tokyo,Japan,35.6895,139.6917,13.2,12.5,41,1023.0,9.7,0.0,75,0.0,2024,11,329,6,-0.5839514998576998,0.8117885474764613
2024-11-25 08:30:00+00:00,London,United Kingdom,51.5171,-0.1062,10.0,7.6,87,998.0,17.6,0.02,50,0.0,2024,11,330,0,-0.5699010576127624,0.8217133225960589
2024-11-25 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,13.0,13.5,32,1029.0,3.6,0.0,0,0.0,2024,11,330,0,-0.5699010576127624,0.8217133225960589
2024-11-26 09:00:00+00:00,London,United Kingdom,51.5171,-0.1062,5.4,3.0,87,1014.0,10.8,0.0,0,0.2,2024,11,331,1,-0.5556819724760489,0.8313949395234058
2024-11-26 17:45:00+00:00,Tokyo,Japan,35.6895,139.6917,13.7,13.8,57,1020.0,5.8,0.0,87,0.0,2024,11,331,1,-0.5556819724760489,0.8313949395234058
2024-11-27 08:45:00+00:00,London,United Kingdom,51.5171,-0.1062,6.3,3.2,100,1006.0,16.2,0.0,75,0.0,2024,11,332,2,-0.5412984521036173,0.8408305333122887
2024-11-27 18:00:00+00:00,Tokyo,Japan,35.6895,139.6917,17.0,17.0,59,1005.0,16.6,0.0,15,0.0,2024,11,332,2,-0.5412984521036173,0.8408305333122887
2024-11-28 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,2.4,1.8,93,1029.0,3.6,0.0,0,0.5,2024,11,333,3,-0.5267547528105542,0.8500173118187018
2024-11-28 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,13.1,11.9,33,1006.0,13.3,0.0,0,0.0,2024,11,333,3,-0.5267547528105542,0.8500173118187018
2024-11-29 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,8.4,6.0,81,1027.0,14.8,0.0,0,0.3,2024,11,334,4,-0.5120551783114646,0.8589525565270845
2024-11-29 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,13.1,11.6,41,1002.0,16.9,0.0,25,0.0,2024,11,334,4,-0.5120551783114646,0.8589525565270845
2024-11-30 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,13.4,13.1,94,1024.0,7.6,0.0,75,0.4,2024,11,335,5,-0.4972040784469378,0.8676336233547726
2024-11-30 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,15.2,15.2,36,1005.0,6.8,0.0,0,0.0,2024,11,335,5,-0.4972040784469378,0.8676336233547726
2024-12-01 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,12.4,10.5,94,1013.0,18.7,0.0,75,0.3,2024,12,336,6,-0.4822058478963526,0.8760579434344281
2024-12-01 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,14.2,14.4,59,1015.0,5.8,0.0,25,0.0,2024,12,336,6,-0.4822058478963526,0.8760579434344281
2024-12-02 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,10.3,8.3,82,1012.0,15.1,0.025,50,0.1,2024,12,337,0,-0.46706492487743034,0.8842230238742036
2024-12-02 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,13.0,12.9,77,1017.0,6.1,0.0,50,0.0,2024,12,337,0,-0.46706492487743034,0.8842230238742036
2024-12-03 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,6.1,5.6,87,1023.0,4.3,0.0,50,0.2,2024,12,338,1,-0.451785789832884,0.8921264484954345
2024-12-03 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,17.4,17.4,52,1012.0,3.6,0.0,25,0.0,2024,12,338,1,-0.451785789832884,0.8921264484954345
2024-12-04 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,6.1,4.4,87,1026.0,8.3,0.0,50,0.3,2024,12,339,2,-0.4363729641045924,0.8997658785476209
2024-12-04 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,15.2,15.2,41,1010.0,21.2,0.0,75,0.0,2024,12,339,2,-0.4363729641045924,0.8997658785476209
2024-12-05 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,12.7,94,1008.0,20.2,0.025,100,0.2,2024,12,340,3,-0.4208310085956556,0.9071390534005044
2024-12-05 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,14.2,13.9,63,1007.0,8.3,0.0,25,0.0,2024,12,340,3,-0.4208310085956556,0.9071390534005044
2024-12-06 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,8.3,5.7,71,1019.0,16.2,0.0,50,0.3,2024,12,341,4,-0.4051645224207563,0.9142437912130223
2024-12-06 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,14.3,13.2,44,1010.0,15.5,0.0,75,0.0,2024,12,341,4,-0.4051645224207563,0.9142437912130223
2024-12-07 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,6.2,0.7,93,990.5,33.25,0.025,25,0.0,2024,12,342,5,-0.3893781415452015,0.9210779895789526
2024-12-07 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,11.3,9.0,62,1011.0,19.8,0.05,75,0.0,2024,12,342,5,-0.3893781415452015,0.9210779895789526
2024-12-08 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,6.2,1.5,87,1017.0,32.0,0.025,50,0.1,2024,12,343,6,-0.37347653741307074,0.9276396261490467
2024-12-08 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,9.2,5.0,50,1012.0,37.8,0.0,25,0.0,2024,12,343,6,-0.37347653741307074,0.9276396261490467
2024-12-09 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,5.4,1.2,87,1030.0,23.8,0.01,50,0.5,2024,12,344,0,-0.35746441556486136,0.9339267592294762
2024-12-09 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,10.2,9.4,43,1016.0,7.2,0.0,25,0.0,2024,12,344,0,-0.35746441556486136,0.9339267592294762
2024-12-10 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,7.2,3.8,81,1033.0,20.5,0.02,75,0.3,2024,12,345,1,-0.34134651424503615,0.9399375283564133
2024-12-10 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,11.4,11.8,47,1016.0,3.6,0.0,0,0.0,2024,12,345,1,-0.34134651424503615,0.9399375283564133
2024-12-11 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,6.3,3.4,81,1033.0,14.8,0.0,50,0.1,2024,12,346,2,-0.3251276029999093,0.9456701548465688
2024-12-11 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,10.0,7.3,43,1012.0,20.5,0.0,25,0.0,2024,12,346,2,-0.3251276029999093,0.9456701548465688
2024-12-12 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,6.0,5.1,100,1032.0,5.4,0.0,75,0.2,2024,12,347,3,-0.30881248126625377,0.9511229423235357
2024-12-12 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,7.2,3.9,39,1018.0,19.8,0.0,25,0.0,2024,12,347,3,-0.30881248126625377,0.9511229423235357
2024-12-13 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,6.2,5.4,93,1026.0,5.0,0.0,50,0.2,2024,12,348,4,-0.29240597695107734,0.9562942772197719
2024-12-13 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,8.1,7.8,57,1009.0,4.3,0.0,75,0.0,2024,12,348,4,-0.29240597695107734,0.9562942772197719
2024-12-14 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,6.3,3.4,93,1022.0,14.8,0.0,75,0.4,2024,12,349,5,-0.27591294500296043,0.9611826292540837
2024-12-14 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,7.2,3.9,39,1013.0,19.8,0.0,75,0.0,2024,12,349,5,-0.27591294500296043,0.9611826292540837
2024-12-15 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,11.2,9.6,87,1027.0,13.3,0.0,25,0.2,2024,12,350,6,-0.25933826597540555,0.9657865518844574
2024-12-15 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,11.1,11.3,40,1009.0,4.0,0.0,0,0.0,2024,12,350,6,-0.25933826597540555,0.9657865518844574
2024-12-16 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,11.2,9.2,82,1032.0,17.3,0.0,50,0.2,2024,12,351,0,-0.2426868445825954,0.9701046827361175
2024-12-16 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,11.4,10.6,62,1013.0,8.3,0.0,25,0.0,2024,12,351,0,-0.2426868445825954,0.9701046827361175
2024-12-17 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,10.3,8.5,94,1025.0,13.3,0.0,50,0.2,2024,12,352,1,-0.22596360824801906,0.974135744004672
2024-12-17 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,10.4,9.3,66,1014.0,9.0,0.0,25,0.0,2024,12,352,1,-0.22596360824801906,0.974135744004672
2024-12-18 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,14.2,11.8,77,1007.0,33.25,0.0,50,0.1,2024,12,353,2,-0.2091735056463564,0.9778785428342386
2024-12-18 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,10.3,7.5,66,1015.0,23.0,0.01,75,0.0,2024,12,353,2,-0.2091735056463564,0.9778785428342386
2024-12-19 10:00:00+00:00,London,United Kingdom,51.5171,-0.1062,6.3,2.6,71,1007.0,22.0,0.0,85,0.3,2024,12,354,3,-0.19232150523909483,0.9813319716704275
2024-12-19 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,7.7,3.8,36,1019.0,27.0,0.0,3,0.0,2024,12,354,3,-0.19232150523909483,0.9813319716704275
2024-12-20 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,5.4,2.3,75,1021.0,14.0,0.0,36,0.3,2024,12,355,4,-0.17541259380427843,0.9844950085880858
2024-12-20 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,10.4,9.0,39,1020.0,10.4,0.0,100,0.0,2024,12,355,4,-0.17541259380427843,0.9844950085880858
2024-12-21 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,8.2,4.5,84,1014.0,25.9,0.0,100,0.1,2024,12,356,5,-0.15845177496083634,0.9873667175937016
2024-12-21 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,11.7,8.8,73,1002.0,29.5,0.0,46,0.0,2024,12,356,5,-0.15845177496083634,0.9873667175937016
2024-12-22 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,4.7,-0.2,67,1006.0,28.4,0.025,98,0.2,2024,12,357,6,-0.14144406768794202,0.9899462489023779
2024-12-22 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,5.9,0.9,28,1011.0,34.6,0.0,2,0.0,2024,12,357,6,-0.14144406768794202,0.9899462489023779
2024-12-23 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,4.4,0.9,60,1025.0,15.1,0.0,100,0.3,2024,12,358,0,-0.12439450483979998,0.9922328391893008
2024-12-23 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,8.1,6.6,43,1015.0,8.6,0.0,3,0.0,2024,12,358,0,-0.12439450483979998,0.9922328391893008
2024-12-24 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,9.2,8.1,96,1026.0,7.9,0.0,58,0.3,2024,12,359,1,-0.10730813165636247,0.9942258118156161
2024-12-24 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,8.1,5.0,32,1020.0,20.2,0.0,4,0.0,2024,12,359,1,-0.10730813165636247,0.9942258118156161
2024-12-25 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,7.5,6.6,92,1034.0,5.8,0.0,22,0.3,2024,12,360,2,-0.09019000427034513,0.9959245770286599
2024-12-25 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,9.4,9.5,47,1024.0,4.0,0.0,28,0.0,2024,12,360,2,-0.09019000427034513,0.9959245770286599
2024-12-26 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,6.5,6.4,93,1036.0,3.6,0.0,39,0.3,2024,12,361,3,-0.07304518821104744,0.9973286321364752
2024-12-26 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,11.9,12.5,37,1008.0,3.6,0.0,4,0.0,2024,12,361,3,-0.07304518821104744,0.9973286321364752
2024-12-27 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,5.2,4.9,100,1033.0,3.6,0.0,75,0.2,2024,12,362,4,-0.05587875690537313,0.9984375616565666
2024-12-27 19:00:00+00:00,Tokyo,Japan,35.6895,139.6917,7.2,3.6,42,1011.0,22.0,0.0,25,0.0,2024,12,362,4,-0.05587875690537313,0.9984375616565666
2024-12-28 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,4.0,3.4,100,1029.0,4.0,0.0,75,0.2,2024,12,363,5,-0.03869579017652689,0.9992510374388481
2024-12-28 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,7.4,4.0,49,1012.0,20.9,0.0,25,0.0,2024,12,363,5,-0.03869579017652689,0.9992510374388481
2024-12-29 09:45:00+00:00,London,United Kingdom,51.5171,-0.1062,3.1,1.1,100,1031.0,7.2,0.0,75,0.1,2024,12,364,6,-0.021501372740813793,0.999768818762748
2024-12-29 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,9.1,6.1,43,1018.0,21.6,0.0,25,0.0,2024,12,364,6,-0.021501372740813793,0.999768818762748
2024-12-30 10:00:00+00:00,London,United Kingdom,51.5171,-0.1062,8.0,5.4,81,1029.0,15.1,0.0,75,0.3,2024,12,365,0,-0.004300592702981974,0.9999907524084426
2024-12-30 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,9.1,9.3,62,1018.0,3.6,0.0,25,0.0,2024,12,365,0,-0.004300592702981974,0.9999907524084426
2024-12-31 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,10.1,7.4,82,1021.0,20.9,0.0,75,0.2,2024,12,366,1,0.012901459949419653,0.9999167727021953
2024-12-31 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,11.2,7.4,40,1004.0,43.45,0.0,25,0.0,2024,12,366,1,0.012901459949419653,0.9999167727021953
2025-01-01 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,12.1,8.8,88,1005.0,33.25,0.025,75,0.1,2025,1,1,2,0.017201575418260506,0.9998520419557735
2025-01-01 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,10.0,8.8,37,1016.0,9.0,0.0,25,0.0,2025,1,1,2,0.017201575418260506,0.9998520419557735
2025-01-02 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,3.7,0.5,75,1020.0,13.0,0.0,10,0.5,2025,1,2,3,0.03439806061360801,0.9994082116062598
2025-01-02 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,10.1,9.3,76,1014.0,7.2,0.0,50,0.0,2025,1,2,3,0.03439806061360801,0.9994082116062598
2025-01-03 10:00:00+00:00,London,United Kingdom,51.5171,-0.1062,1.2,-2.3,80,1024.0,11.9,0.0,25,0.3,2025,1,3,4,0.051584366869408364,0.9986686402879997
2025-01-03 19:00:00+00:00,Tokyo,Japan,35.6895,139.6917,6.3,3.7,87,1013.0,13.0,0.05,75,0.0,2025,1,3,4,0.051584366869408364,0.9986686402879997
2025-01-04 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,2.2,0.7,75,1018.0,5.4,0.0,0,0.2,2025,1,4,5,0.06875540848113941,0.9976335468520451
2025-01-04 19:15:00+00:00,Tokyo,Japan,35.6895,139.6917,7.1,6.3,39,1021.0,5.4,0.0,0,0.0,2025,1,4,5,0.06875540848113941,0.9976335468520451
2025-01-05 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,11.1,8.5,100,990.5,23.8,0.025,75,0.1,2025,1,5,6,0.08590610426133272,0.9963032375991965
2025-01-05 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,8.2,8.3,71,1022.0,3.6,0.0,0,0.0,2025,1,5,6,0.08590610426133272,0.9963032375991965
2025-01-06 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,3.3,-0.4,93,990.5,15.5,0.01,75,0.2,2025,1,6,0,0.10303137904317879,0.9946781061893646
2025-01-06 18:45:00+00:00,Tokyo,Japan,35.6895,139.6917,6.1,4.4,87,1007.0,8.3,0.05,75,0.0,2025,1,6,0,0.10303137904317879,0.9946781061893646
2025-01-07 11:30:00+00:00,London,United Kingdom,51.5171,-0.1062,2.7,2.7,77,1002.0,3.6,0.0,10,2.0,2025,1,7,1,0.1201261651823505,0.9927586335250793
2025-01-07 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,10.0,10.3,29,1001.0,3.6,0.05,25,1.0,2025,1,7,1,0.1201261651823505,0.9927586335250793
2025-01-08 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,0.1,-0.7,93,1003.0,3.6,0.0,0,0.3,2025,1,8,2,0.13718540405660057,0.9905453876091833
2025-01-08 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,7.0,2.8,36,1009.0,28.1,0.0,25,0.0,2025,1,8,2,0.13718540405660057,0.9905453876091833
2025-01-09 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,1.2,-2.3,86,1008.0,11.9,0.0,25,0.3,2025,1,9,3,0.1542040475626894,0.988039023376751
2025-01-09 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,8.4,5.2,29,1005.0,21.2,0.0,25,0.0,2025,1,9,3,0.1542040475626894,0.988039023376751
2025-01-10 11:00:00+00:00,London,United Kingdom,51.5171,-0.1062,-0.7,-1.6,93,1019.0,3.6,0.0,0,0.5,2025,1,10,4,0.17117705961019986,0.985240282501282
2025-01-10 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,6.2,2.7,33,1017.0,18.7,0.0,0,0.0,2025,1,10,4,0.17117705961019986,0.985240282501282
2025-01-11 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,-1.9,-2.9,93,1030.0,3.6,0.0,0,0.4,2025,1,11,5,0.18809941761179758,0.9821499931752291
2025-01-11 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,9.2,7.9,43,1022.0,9.0,0.0,25,0.0,2025,1,11,5,0.18809941761179758,0.9821499931752291
2025-01-12 09:45:00+00:00,London,United Kingdom,51.5171,-0.1062,0.3,-0.5,93,1040.0,3.6,0.0,75,0.1,2025,1,12,6,0.20496611396949532,0.9787690698649216
2025-01-12 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,8.3,7.0,71,1015.0,8.3,0.0,75,0.0,2025,1,12,6,0.20496611396949532,0.9787690698649216
2025-01-13 10:45:00+00:00,London,United Kingdom,51.5171,-0.1062,6.0,4.2,70,1040.0,8.6,0.0,0,0.4,2025,1,13,0,0.22177215755648186,0.975098513039961
2025-01-13 19:45:00+00:00,Tokyo,Japan,35.6895,139.6917,7.3,3.8,39,1020.0,21.6,0.0,25,0.0,2025,1,13,0,0.22177215755648186,0.975098513039961
2025-01-14 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,6.4,4.2,87,1035.0,10.4,0.0,50,0.4,2025,1,14,1,0.23851257519407648,0.9711394088771653
2025-01-14 20:00:00+00:00,Tokyo,Japan,35.6895,139.6917,9.1,9.3,62,1016.0,3.6,0.0,0,0.0,2025,1,14,1,0.23851257519407648,0.9711394088771653
2025-01-15 10:30:00+00:00,London,United Kingdom,51.5171,-0.1062,9.3,9.3,100,1035.0,4.0,0.0,100,0.3,2025,1,15,2,0.2551824131233728,0.9668929289391521
2025-01-15 19:30:00+00:00,Tokyo,Japan,35.6895,139.6917,9.3,5.1,37,1012.0,39.6,0.0,75,0.0,2025,1,15,2,0.2551824131233728,0.9668929289391521
2025-01-16 10:15:00+00:00,London,United Kingdom,51.5171,-0.1062,7.1,6.6,93,1035.0,4.7,0.0,75,0.5,2025,1,16,3,0.2717767384711357,0.9623603298276545
2025-01-16 18:15:00+00:00,Tokyo,Japan,35.6895,139.6917,6.4,3.5,49,1016.0,14.8,0.0,25,0.0,2025,1,16,3,0.2717767384711357,0.9623603298276545
